site_id,model_b_state,confidence,reason,days_since_last,active_days_30,active_days_90,active_days_180,active_days_365,as_of_date
INDIA_PROMOTED_000231,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,33,0,11,12,12,2026-09-03
INDIA_PROMOTED_000232,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,71,0,2,3,3,2026-09-03
INDIA_PROMOTED_000233,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,90,0,0,1,1,2026-09-03
INDIA_PROMOTED_000234,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,90,0,0,1,1,2026-09-03
INDIA_PROMOTED_000235,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,90,0,0,1,1,2026-09-03
INDIA_PROMOTED_000236,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,90,0,0,1,1,2026-09-03
INDIA_PROMOTED_000237,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,90,0,0,1,1,2026-09-03
INDIA_PROMOTED_000238,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,90,0,0,1,1,2026-09-03
INDIA_PROMOTED_000239,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,90,0,0,1,1,2026-09-03
INDIA_PROMOTED_000240,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,75,0,1,2,2,2026-09-03
INDIA_PROMOTED_000241,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,90,0,0,1,1,2026-09-03
INDIA_PROMOTED_000242,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,90,0,0,1,1,2026-09-03
INDIA_PROMOTED_000243,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,90,0,0,1,1,2026-09-03
INDIA_PROMOTED_000244,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,90,0,0,1,1,2026-09-03
INDIA_PROMOTED_000245,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,72,0,2,3,3,2026-09-03
INDIA_PROMOTED_000246,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,90,0,0,1,1,2026-09-03
INDIA_PROMOTED_000247,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,90,0,0,1,1,2026-09-03
INDIA_PROMOTED_000248,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,90,0,0,1,1,2026-09-03
INDIA_PROMOTED_000249,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,90,0,0,1,1,2026-09-03
INDIA_PROMOTED_000250,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,85,0,2,3,3,2026-09-03
INDIA_PROMOTED_000251,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,12,3,13,14,14,2026-09-03
INDIA_PROMOTED_000252,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,5,5,23,24,24,2026-09-03
INDIA_PROMOTED_000253,PERSISTENT,HIGH,Currently active with >=90d history and repeated recent activity,0,10,23,24,24,2026-09-03
INDIA_PROMOTED_000254,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,22,3,13,14,14,2026-09-03
INDIA_PROMOTED_000255,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,90,0,0,1,1,2026-09-03
INDIA_PROMOTED_000256,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,90,0,0,1,1,2026-09-03
INDIA_PROMOTED_000257,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,90,0,0,1,1,2026-09-03
INDIA_PROMOTED_000258,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,2,3,3,2026-09-03
INDIA_PROMOTED_000259,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,2,2,2026-09-03
INDIA_PROMOTED_000260,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,90,0,0,1,1,2026-09-03
INDIA_PROMOTED_000261,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,47,0,1,2,2,2026-09-03
INDIA_PROMOTED_000262,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,90,0,0,1,1,2026-09-03
INDIA_PROMOTED_000263,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,2,2,2026-09-03
INDIA_PROMOTED_000264,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,90,0,0,1,1,2026-09-03
INDIA_PROMOTED_000265,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,25,1,5,6,6,2026-09-03
INDIA_PROMOTED_000266,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000267,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000268,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000269,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000270,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000271,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000272,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000273,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000274,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000275,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000276,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000277,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000278,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000279,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000280,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000281,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000282,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000283,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,80,0,2,2,2,2026-09-03
INDIA_PROMOTED_000284,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000285,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000286,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000287,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000288,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000289,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000290,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000291,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000292,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000293,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,77,0,2,2,2,2026-09-03
INDIA_PROMOTED_000294,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,87,0,2,2,2,2026-09-03
INDIA_PROMOTED_000295,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000296,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000297,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000298,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000299,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000300,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000301,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,2,2,2,2026-09-03
INDIA_PROMOTED_000302,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000303,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000304,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000305,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000306,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000307,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000308,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000309,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,2,2,2,2026-09-03
INDIA_PROMOTED_000310,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000311,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000312,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000313,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000314,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000315,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000316,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000317,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000318,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,57,0,3,3,3,2026-09-03
INDIA_PROMOTED_000319,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,57,0,3,3,3,2026-09-03
INDIA_PROMOTED_000320,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,57,0,3,3,3,2026-09-03
INDIA_PROMOTED_000321,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,57,0,3,3,3,2026-09-03
INDIA_PROMOTED_000322,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,57,0,3,3,3,2026-09-03
INDIA_PROMOTED_000323,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000324,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,57,0,3,3,3,2026-09-03
INDIA_PROMOTED_000325,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000326,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000327,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,57,0,3,3,3,2026-09-03
INDIA_PROMOTED_000328,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,57,0,3,3,3,2026-09-03
INDIA_PROMOTED_000329,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,57,0,3,3,3,2026-09-03
INDIA_PROMOTED_000330,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000331,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000332,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000333,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000334,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000335,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,57,0,2,2,2,2026-09-03
INDIA_PROMOTED_000336,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000337,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000338,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000339,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000340,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000341,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000342,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000343,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000344,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000345,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000346,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000347,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000348,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000349,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000350,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000351,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000352,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000353,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000354,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000355,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000356,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000357,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000358,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,73,0,2,2,2,2026-09-03
INDIA_PROMOTED_000359,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000360,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000361,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000362,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,67,0,2,2,2,2026-09-03
INDIA_PROMOTED_000363,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,67,0,2,2,2,2026-09-03
INDIA_PROMOTED_000364,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,86,0,2,2,2,2026-09-03
INDIA_PROMOTED_000365,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000366,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000367,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000368,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000369,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000370,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,2,2,2,2026-09-03
INDIA_PROMOTED_000371,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000372,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000373,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,2,2,2,2026-09-03
INDIA_PROMOTED_000374,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,2,2,2,2026-09-03
INDIA_PROMOTED_000375,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,2,2,2,2026-09-03
INDIA_PROMOTED_000376,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,84,0,2,2,2,2026-09-03
INDIA_PROMOTED_000377,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,2,2,2,2026-09-03
INDIA_PROMOTED_000378,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,89,0,1,1,1,2026-09-03
INDIA_PROMOTED_000379,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,2,3,18,18,18,2026-09-03
INDIA_PROMOTED_000380,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,2,2,13,13,13,2026-09-03
INDIA_PROMOTED_000381,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,72,0,3,3,3,2026-09-03
INDIA_PROMOTED_000382,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,3,3,4,4,4,2026-09-03
INDIA_PROMOTED_000383,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000384,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000385,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000386,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000387,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000388,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000389,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000390,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000391,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000392,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000393,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000394,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000395,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000396,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000397,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000398,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000399,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000400,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000401,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000402,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000403,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000404,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000405,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000406,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000407,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000408,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000409,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000410,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,78,0,3,3,3,2026-09-03
INDIA_PROMOTED_000411,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,54,0,2,2,2,2026-09-03
INDIA_PROMOTED_000412,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000413,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,70,0,4,4,4,2026-09-03
INDIA_PROMOTED_000414,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000415,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000416,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000417,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000418,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000419,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000420,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000421,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000422,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000423,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000424,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000425,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000426,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000427,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,87,0,2,2,2,2026-09-03
INDIA_PROMOTED_000428,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000429,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,77,0,3,3,3,2026-09-03
INDIA_PROMOTED_000430,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,87,0,2,2,2,2026-09-03
INDIA_PROMOTED_000431,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000432,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
INDIA_PROMOTED_000433,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,88,0,1,1,1,2026-09-03
